published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2013-01-08,241,244,234,239,-0.83,7156,1703991,0
2013-01-09,239,240,233,238,-0.42,3658,859760,0
2013-01-10,238,243,234,243,2.1,3936,926659,0
2013-01-13,243,241,235,240,-1.23,5314,1270879,0
2013-01-15,240,264,240,264,10,14770,3792351,0
2013-01-16,264,287,252,270,2.27,19323,5252055,0
2013-01-17,270,271,250,254,-5.93,5818,1487094,0
2013-01-20,254,251,242,247,-2.76,2655,650337,0
2013-01-21,247,255,244,251,1.62,6088,1518158,0
2013-01-22,251,265,250,261,3.98,7109,1844536,0
2013-01-23,261,262,257,260,-0.38,4532,1179857,0
2013-01-24,260,260,252,252,-3.08,4722,1213666,0
2013-01-27,252,253,241,250,-0.79,3268,814458,0
2013-01-28,250,249,242,243,-2.8,6464,1584602,0
2013-01-30,243,243,240,242,-0.41,5603,1349446,0
2013-01-31,242,246,233,236,-2.48,2997,708013,0
2013-02-03,236,248,236,241,2.12,4519,1095421,0
2013-02-04,241,242,236,242,0.41,2909,699241,0
2013-02-05,242,243,240,242,0,2382,576632,0
2013-02-06,242,242,236,238,-1.65,2204,527551,0
2013-02-07,238,240,237,240,0.84,2011,478839,0
2013-02-10,240,244,238,244,1.67,4273,1022327,0
2013-02-12,244,255,244,250,2.46,1951,482759,0
2013-02-13,250,255,242,245,-2,1862,459360,0
2013-02-14,245,253,245,251,2.45,4871,1220880,0
2013-02-17,251,276,256,276,9.96,450,121050,0
2013-02-19,276,281,257,260,-5.8,6905,1818761,0
2013-02-20,260,255,250,250,-3.85,5135,1287536,0
2013-02-21,250,255,244,250,0,3237,806090,0
2013-02-24,250,251,244,250,0,2131,528781,0
2013-02-25,250,255,246,255,2,2352,588900,0
2013-02-26,255,260,245,250,-1.96,2202,550690,0
2013-02-27,250,250,245,250,0,3682,910972,0
2013-02-28,250,252,249,250,0,9283,2327783,0
2013-03-03,250,255,248,250,0,7283,1830465,0
2013-03-04,250,255,250,250,0,2021,509122,0
2013-03-05,250,254,249,252,0.8,1333,336037,0
2013-03-06,252,257,250,256,1.59,5661,1440343,0
2013-03-07,256,266,252,260,1.56,8671,2265826,0
2013-03-11,260,263,257,260,0,5405,1405374,0
2013-03-13,260,275,259,270,3.85,5687,1493131,0
2013-03-14,270,275,262,265,-1.85,9300,2477564,0
2013-03-17,265,265,255,260,-1.89,5629,1451955,0
2013-03-18,260,257,252,256,-1.54,4336,1106916,0
2013-03-19,256,261,255,260,1.56,5473,1413615,0
2013-03-20,260,256,252,253,-2.69,1903,483472,0
2013-03-21,253,252,245,250,-1.19,3174,793134,0
2013-03-24,250,247,242,245,-2,2999,731283,0
2013-03-25,245,250,241,248,1.22,3862,946034,0
2013-03-27,248,249,245,247,-0.4,2307,569636,0
2013-03-28,247,248,243,246,-0.4,3297,812378,0
2013-03-31,246,246,238,240,-2.44,7670,1846622,0
2013-04-01,240,245,235,242,0.83,6103,1444771,0
2013-04-02,242,246,241,246,1.65,5576,1356730,0
2013-04-03,246,250,245,245,-0.41,3462,857395,0
2013-04-04,245,245,242,244,-0.41,1588,387606,0
2013-04-07,244,246,244,246,0.82,2378,582346,0
2013-04-08,246,248,244,244,-0.81,1805,442849,0
2013-04-09,244,247,243,245,0.41,2150,527330,0
2013-04-11,245,247,245,245,0,2923,717670,0
2013-04-15,245,245,240,241,-1.63,1467,354299,0
2013-04-16,241,244,240,241,0,2711,651780,0
2013-04-17,241,246,238,243,0.83,2336,563436,0
2013-04-18,243,243,240,240,-1.23,2324,559820,0
2013-04-21,240,238,235,235,-2.08,3138,742406,0
2013-04-22,235,235,227,235,0,3428,791277,0
2013-04-23,235,239,235,238,1.28,2531,599433,0
2013-04-25,238,234,225,230,-3.36,1360,311840,0
2013-04-28,230,229,226,226,-1.74,1623,367960,0
2013-04-29,226,232,226,227,0.44,2263,512829,0
2013-04-30,227,230,225,230,1.32,3425,775719,0
2013-05-02,230,230,218,221,-3.91,2410,535462,0
2013-05-05,221,227,211,211,-4.52,2917,632915,0
2013-05-06,211,207,201,203,-3.79,2272,463908,0
2013-05-07,203,218,203,215,5.91,1989,419838,0
2013-05-08,215,217,212,215,0,1152,245944,0
2013-05-09,215,212,207,210,-2.33,480,100140,0
2013-05-12,210,220,210,216,2.86,2755,597834,0
2013-05-13,216,221,217,221,2.31,1666,364355,0
2013-05-14,221,223,219,222,0.45,2285,505106,0
2013-05-15,222,234,220,234,5.41,1507,342258,0
2013-05-16,234,232,230,232,-0.85,862,198720,0
2013-05-19,232,228,222,222,-4.31,1205,270695,0
2013-05-20,222,226,218,223,0.45,1461,321313,0
2013-05-21,223,239,225,235,5.38,8468,1943122,0
2013-05-22,235,239,230,232,-1.28,2936,684321,0
2013-05-23,232,228,218,218,-6.03,2170,478160,0
2013-05-26,218,224,217,221,1.38,2433,534693,0
2013-05-27,221,228,220,225,1.81,1307,291896,0
2013-05-28,225,231,222,225,0,1841,415405,0
2013-05-30,225,228,224,226,0.44,3965,895230,0
2013-06-02,226,230,222,223,-1.33,2959,663898,0
2013-06-03,223,225,222,225,0.9,2001,449855,0
2013-06-04,225,230,224,225,0,5887,1333015,0
2013-06-05,225,226,223,225,0,3773,848790,0
2013-06-06,225,229,220,221,-1.78,5457,1210170,0
2013-06-09,221,223,218,220,-0.45,1275,280850,0
2013-06-10,220,221,214,215,-2.27,1674,364055,0
2013-06-11,215,217,213,213,-0.93,4959,1064592,0
2013-06-12,213,215,209,213,0,938,199288,0
2013-06-13,213,210,205,206,-3.29,2734,567220,0
2013-06-16,206,214,205,205,-0.49,3116,644132,0
2013-06-17,205,206,201,206,0.49,3177,648719,0
2013-06-18,206,205,202,203,-1.46,3775,767682,0
2013-06-19,203,204,200,204,0.49,2193,443437,0
2013-06-20,204,204,200,202,-0.98,2914,586023,0
2013-06-23,202,205,200,202,0,3944,793113,0
2013-06-24,202,204,200,204,0.99,2863,578614,0
2013-06-25,204,212,201,212,3.92,1591,325869,0
2013-06-26,212,214,209,210,-0.94,2267,476574,0
2013-06-27,210,209,202,204,-2.86,2462,506206,0
2013-06-30,204,204,200,204,0,4074,826362,0
2013-07-01,204,204,201,204,0,8440,1715347,0
2013-07-02,204,214,202,214,4.9,6663,1386542,0
2013-07-03,214,223,214,217,1.4,8503,1846323,0
2013-07-04,217,218,212,216,-0.46,2654,570056,0
2013-07-07,216,213,208,212,-1.85,1944,409642,0
2013-07-08,212,213,210,213,0.47,1314,278717,0
2013-07-09,213,216,212,216,1.41,4180,896995,0
2013-07-10,216,217,215,215,-0.46,906,195796,0
2013-07-11,215,217,210,211,-1.86,1952,412900,0
2013-07-14,211,213,211,213,0.95,849,180152,0
2013-07-15,213,216,211,212,-0.47,520,110330,0
2013-07-16,212,213,208,212,0,1405,295776,0
2013-07-17,212,218,209,218,2.83,833,176111,0
2013-07-18,218,218,211,215,-1.38,3565,760658,0
2013-07-21,215,222,211,220,2.33,1576,344059,0
2013-07-22,220,219,213,219,-0.45,3960,857015,0
2013-07-23,219,220,215,220,0.46,2380,522130,0
2013-07-24,219,220,216,220,0,3875,845100,0
2013-07-25,220,221,217,220,0,6133,1346153,0
2013-07-28,220,220,217,219,-0.45,2271,495460,0
2013-07-29,219,222,218,220,0.46,6445,1417338,0
2013-07-30,220,226,213,222,0.91,4366,967312,0
2013-07-31,222,239,220,227,2.25,5674,1319038,0
2013-08-01,227,234,228,233,2.64,3874,894640,0
2013-08-04,233,239,230,235,0.86,6786,1565735,0
2013-08-05,235,244,230,244,3.83,16970,3996457,0
2013-08-06,244,244,232,240,-1.64,8059,1929139,0
2013-08-07,240,255,239,250,4.17,14766,3668196,0
2013-08-08,250,256,247,256,2.4,10429,2645586,0
2013-08-11,256,260,246,258,0.78,6243,1601607,0
2013-08-12,258,258,254,258,0,5404,1382829,0
2013-08-13,258,260,255,255,-1.16,12121,3107958,0
2013-08-14,255,275,255,265,3.92,22278,5876172,0
2013-08-15,265,275,262,274,3.4,17518,4682661,0
2013-08-18,274,293,271,289,5.47,8762,2496818,0
2013-08-19,289,299,284,295,2.08,13094,3825734,0
2013-08-20,295,295,285,290,-1.69,14268,4129463,0
2013-08-25,290,290,271,275,-5.17,9229,2559665,0
2013-08-26,275,280,265,265,-3.64,10512,2853463,0
2013-08-27,265,273,266,269,1.51,5993,1615807,0
2013-08-29,269,275,261,270,0.37,10781,2920690,0
2013-09-01,270,278,266,273,1.11,10315,2795826,0
2013-09-02,273,273,269,273,0,4607,1247979,0
2013-09-03,273,273,265,270,-1.1,9705,2619325,0
2013-09-04,270,274,265,268,-0.74,5881,1581356,0
2013-09-05,268,270,263,270,0.75,4619,1240671,0
2013-09-08,270,270,266,268,-0.74,1430,383452,0
2013-09-09,268,268,260,265,-1.12,3761,990215,0
2013-09-10,265,263,256,260,-1.89,3506,912022,0
2013-09-11,260,260,255,256,-1.54,3560,913664,0
2013-09-12,256,259,255,256,0,2297,589964,0
2013-09-15,256,255,247,251,-1.95,1705,425223,0
2013-09-16,251,249,240,243,-3.19,3105,759329,0
2013-09-17,243,250,239,249,2.47,4190,1030774,0
2013-09-19,249,253,242,251,0.8,7230,1794525,0
2013-09-22,251,250,243,248,-1.2,3598,891274,0
2013-09-23,248,256,240,256,3.23,4366,1093319,0
2013-09-24,256,260,249,255,-0.39,3569,904154,0
2013-09-25,255,260,250,252,-1.18,2342,595174,0
2013-09-26,252,255,248,250,-0.79,2947,739707,0
2013-09-29,250,254,248,250,0,5593,1397377,0
2013-09-30,250,255,251,253,1.2,4048,1020083,0
2013-10-01,253,258,250,257,1.58,6780,1726362,0
2013-10-02,257,265,255,265,3.11,4507,1174185,0
2013-10-03,265,268,255,261,-1.51,5989,1565000,0
2013-10-06,261,271,260,268,2.68,6298,1679891,0
2013-10-07,268,272,265,268,0,6554,1752440,0
2013-10-09,272,280,268,274,2.24,10880,2986516,0
2013-10-10,274,287,274,287,4.74,9084,2543741,0
2013-10-17,287,293,280,281,-2.09,3422,971556,0
2013-10-20,281,292,272,288,2.49,12323,3530867,0
2013-10-21,288,286,281,281,-2.43,5261,1493206,0
2013-10-22,281,284,276,280,-0.36,2882,804126,0
2013-10-23,280,279,275,279,-0.36,6589,1823788,0
2013-10-24,279,277,266,271,-2.87,8658,2361256,0
2013-10-27,271,270,265,270,-0.37,6644,1773173,0
2013-10-28,270,269,260,266,-1.48,7712,2055026,0
2013-10-29,266,270,266,268,0.75,5113,1372281,0
2013-10-30,268,271,263,270,0.75,3999,1074211,0
2013-10-31,270,275,270,271,0.37,4946,1349234,0
2013-11-06,271,270,266,270,-0.37,3065,819162,0
2013-11-07,270,272,265,270,0,2913,783807,0
2013-11-11,265,271,263,270,0,2943,786371,0
2013-11-12,270,288,270,282,4.44,2751,770058,0
2013-11-13,282,290,281,285,1.06,13696,3908379,0
2013-11-14,285,290,280,290,1.75,7095,2016131,0
2013-11-21,290,306,295,306,5.52,1316,401056,0
2013-11-24,306,336,315,324,5.88,21647,7102843,0
2013-11-25,324,326,305,314,-3.09,13105,4072777,0
2013-11-26,314,329,308,321,2.23,28272,9106933,0
2013-11-27,321,342,321,340,5.92,36076,12017076,0
2013-11-28,340,342,334,342,0.59,21680,7342274,0
2013-12-01,342,376,341,376,9.94,23763,8678552,0
2013-12-02,376,412,360,405,7.71,20977,8333188,0
2013-12-03,405,404,389,400,-1.23,19402,7700605,0
2013-12-04,400,425,392,402,0.5,12389,5056887,0
2013-12-05,402,428,385,400,-0.5,21081,8531937,0
2013-12-08,400,401,390,395,-1.25,16688,6607316,0
2013-12-09,395,405,383,396,0.25,26882,10709798,0
2013-12-10,396,405,391,400,1.01,28690,11496761,0
2013-12-11,400,412,393,410,2.5,18473,7444488,0
2013-12-12,409,420,404,406,-0.98,17759,7270362,0
2013-12-15,406,446,405,446,9.85,20003,8387373,0
2013-12-16,446,490,444,490,9.87,20965,9876974,0
2013-12-18,490,518,485,485,-1.02,29053,14533077,0
2013-12-19,485,500,475,493,1.65,39462,19287968,0
2013-12-22,490,490,464,480,-2.64,19387,9322438,0
2013-12-23,472,475,456,469,-2.29,33400,15494694,0
2013-12-24,469,484,451,469,0,29712,13932330,0
2013-12-26,469,499,460,471,0.43,15787,7496050,0
2013-12-29,471,475,450,465,-1.27,22999,10658221,0
2013-12-31,465,468,455,460,-1.08,25659,11833095,0
2014-01-01,460,455,432,439,-4.57,15862,6954305,0
2014-01-02,439,462,416,462,5.24,28467,12539546,0
2014-01-05,462,475,441,468,1.3,65735,30288296,0
2014-01-06,468,474,452,470,0.43,25538,11891111,0
2014-01-07,470,473,460,473,0.64,22161,10397910,0
2014-01-08,473,497,470,491,3.81,38768,18856016,0
2014-01-09,491,490,471,484,-1.43,20109,9707296,0
2014-01-12,484,497,482,486,0.41,24734,12126000,0
2014-01-13,486,494,480,494,1.65,19617,9539420,0
2014-01-14,494,501,489,501,1.42,32504,16167668,0
2014-01-16,501,499,481,490,-2.2,19341,9507699,0
2014-01-19,490,495,473,495,1.02,29053,14135093,0
2014-01-20,495,519,490,500,1.01,81646,41133904,0
2014-01-21,500,499,485,488,-2.4,11260,5548725,0
2014-01-22,488,487,472,478,-2.05,13817,6560366,0
2014-01-23,478,484,469,480,0.42,13779,6598289,0
2014-01-26,480,522,480,503,4.79,40298,20371358,0
2014-01-27,503,504,486,490,-2.58,9937,4893569,0
2014-01-28,490,500,476,499,1.84,26031,12812248,0
2014-01-29,499,508,495,503,0.8,29804,14948839,0
2014-02-02,503,500,485,490,-2.58,8622,4222674,0
2014-02-03,490,499,475,499,1.84,16945,8159916,0
2014-02-04,499,499,481,499,0,14068,6914480,0
2014-02-06,492,501,490,497,-0.4,18213,9039773,0
2014-02-09,497,501,488,500,0.6,31751,15848924,0
2014-02-10,500,550,515,520,4,52878,28379588,0
2014-02-11,520,521,510,518,-0.38,29068,14978823,0
2014-02-12,518,515,500,515,-0.58,10260,5225358,0
2014-02-13,515,518,504,509,-1.17,14908,7588708,0
2014-02-16,509,507,490,500,-1.77,12363,6140653,0
2014-02-17,500,503,490,497,-0.6,10000,4985741,0
2014-02-18,497,502,490,500,0.6,14557,7274455,0
2014-02-20,500,510,493,506,1.2,12477,6285058,0
2014-02-23,506,520,502,510,0.79,16883,8625372,0
2014-02-24,510,521,506,510,0,10633,5455405,0
2014-02-25,510,510,492,510,0,8159,4056577,0
2014-02-26,510,510,490,507,-0.59,11856,5953703,0
2014-03-03,507,500,482,500,-1.38,11330,5588614,0
2014-03-04,500,494,475,490,-2,12645,6121482,0
2014-03-05,490,495,485,491,0.2,13670,6701152,0
2014-03-06,491,492,480,485,-1.22,8096,3949166,0
2014-03-09,485,485,476,477,-1.65,12131,5814888,0
2014-03-10,477,480,467,480,0.63,11578,5457255,0
2014-03-11,480,473,466,466,-2.92,5775,2712645,0
2014-03-12,466,468,456,468,0.43,5270,2410519,0
2014-03-13,468,471,458,470,0.43,6624,3091316,0
2014-03-13,468,471,458,470,0,6624,3091316,0
2014-03-17,470,465,456,460,-2.13,5748,2645091,0
2014-03-18,460,457,443,455,-1.09,9587,4307964,0
2014-03-19,455,480,446,480,5.49,10946,5102732,0
2014-03-20,480,478,466,466,-2.92,8516,4008312,0
2014-03-23,466,483,458,483,3.65,8169,3790999,0
2014-03-24,483,510,475,507,4.97,21201,10555473,0
2014-03-25,507,500,475,490,-3.35,29739,14409354,0
2014-03-26,490,528,490,528,7.76,60736,30711330,0
2014-03-27,528,538,490,499,-5.49,20209,10155615,0
2014-03-31,499,492,480,490,-1.8,5218,2532600,0
2014-04-01,490,494,487,494,0.82,3932,1927934,0
2014-04-02,494,494,485,489,-1.01,11115,5450211,0
2014-04-03,489,490,480,484,-1.02,3927,1909320,0
2014-04-06,484,490,480,481,-0.62,8848,4280413,0
2014-04-07,481,483,473,480,-0.21,5197,2489076,0
2014-04-09,480,479,474,479,-0.21,5534,2641891,0
2014-04-10,479,483,480,480,0.21,3389,1629028,0
2014-04-13,480,485,475,485,1.04,5766,2760663,0
2014-04-15,485,480,475,477,-1.65,8445,4038532,0
2014-04-16,477,478,472,478,0.21,5706,2710690,0
2014-04-17,478,479,472,476,-0.42,11560,5492372,0
2014-04-20,476,476,465,470,-1.26,7619,3569533,0
2014-04-21,470,471,462,467,-0.64,4512,2098816,0
2014-04-22,467,484,464,484,3.64,3658,1716191,0
2014-04-23,484,484,475,480,-0.83,6040,2896503,0
2014-04-27,480,495,479,486,1.25,19082,9251327,0
2014-04-28,486,485,477,482,-0.82,17521,8447946,0
2014-04-29,482,485,465,465,-3.53,17504,8328232,0
2014-04-30,465,490,460,484,4.09,38545,18407064,0
2014-05-04,484,485,485,485,0.21,146,70810,0
2014-05-06,485,480,458,480,-1.03,5111,2390588,0
2014-05-07,480,485,465,465,-3.12,3621,1723446,0
2014-05-08,465,465,451,462,-0.65,3062,1411016,0
2014-05-11,462,462,446,451,-2.38,2232,1005475,0
2014-05-12,451,453,442,447,-0.89,6393,2858303,0
2014-05-13,447,460,440,452,1.12,3367,1527250,0
2014-05-15,452,453,446,450,-0.44,1498,672591,0
2014-05-15,452,453,446,450,0,1498,672591,0
2014-05-18,450,449,433,438,-2.67,2406,1062455,0
2014-05-19,438,445,435,441,0.68,3738,1648612,0
2014-05-20,441,442,436,440,-0.23,1380,604137,0
2014-05-21,440,442,436,439,-0.23,1436,630316,0
2014-05-22,439,445,437,441,0.46,3420,1506284,0
2014-05-25,441,451,440,440,-0.23,1964,874085,0
2014-05-26,440,448,436,439,-0.23,2068,916313,0
2014-05-27,439,443,438,442,0.68,2651,1168679,0
2014-05-28,442,459,441,455,2.94,3465,1555696,0
2014-06-01,455,454,442,449,-1.32,3419,1534885,0
2014-06-02,449,460,441,460,2.45,5675,2559270,0
2014-06-03,460,483,455,465,1.09,3237,1497446,0
2014-06-04,465,456,450,450,-3.23,4933,2231099,0
2014-06-05,450,455,441,451,0.22,1460,655013,0
2014-06-08,451,452,442,445,-1.33,4810,2137728,0
2014-06-09,445,447,442,442,-0.67,3135,1390085,0
2014-06-10,442,460,440,451,2.04,6762,3048601,0
2014-06-11,451,472,442,459,1.77,7845,3618724,0
2014-06-12,459,468,450,456,-0.65,5318,2449340,0
2014-06-15,456,498,456,498,9.21,21646,10384789,0
2014-06-16,498,511,485,504,1.2,17798,8894533,0
2014-06-17,504,511,485,504,0,13316,6679205,0
2014-06-17,504,511,485,504,0,13316,6679205,0
2014-06-18,504,506,498,500,-0.79,5595,2815179,0
2014-06-19,500,500,495,497,-0.6,4887,2433073,0
2014-06-23,497,499,490,492,-1.01,2822,1392972,0
2014-06-24,492,493,473,486,-1.22,4915,2379604,0
2014-06-25,486,495,481,490,0.82,5342,2611158,0
2014-06-26,490,495,486,490,0,2294,1124885,0
2014-06-29,490,535,494,535,9.18,6659,3352126,0
2014-06-30,535,539,510,535,0,17816,9248469,0
2014-07-01,535,536,515,530,-0.93,16496,8688752,0
2014-07-02,530,532,520,526,-0.75,8711,4581490,0
2014-07-03,526,540,511,540,2.66,10454,5471823,0
2014-07-06,540,550,535,550,1.85,10936,5934234,0
2014-07-07,550,571,540,571,3.82,23528,12913417,0
2014-07-08,571,628,575,628,9.98,75326,47099144,0
2014-07-09,628,690,630,660,5.1,64933,43299472,0
2014-07-10,660,690,645,677,2.58,53832,35530680,0
2014-07-13,677,739,677,698,3.1,41709,29179672,0
2014-07-14,698,725,687,690,-1.15,41992,29488396,0
2014-07-15,690,693,680,690,0,13822,9495058,0
2014-07-16,690,756,682,756,9.57,15232,10654212,0
2014-07-17,756,742,700,729,-3.57,20796,14870226,0
2014-07-20,729,770,715,726,-0.41,17347,12664584,0
2014-07-21,726,740,700,740,1.93,23797,17135328,0
2014-07-22,740,729,700,715,-3.38,26067,18395942,0
2014-07-23,715,711,698,710,-0.7,19797,13946533,0
2014-07-24,710,709,694,703,-0.99,18897,13278013,0
2014-07-27,703,700,690,699,-0.57,19175,13359885,0
2014-07-28,699,696,686,695,-0.57,11965,8266627,0
2014-07-30,695,700,670,680,-2.16,18615,12729507,0
2014-07-31,680,685,666,671,-1.32,17974,12129488,0
2014-08-03,671,662,650,659,-1.79,14283,9369036,0
2014-08-04,659,656,641,650,-1.37,16927,10936168,0
2014-08-05,650,670,648,657,1.08,19507,12914583,0
2014-08-06,657,660,649,650,-1.07,19442,12733444,0
2014-08-07,650,668,635,655,0.77,27587,17792836,0
2014-08-12,655,649,630,645,-1.53,7449,4790514,0
2014-08-13,645,660,633,660,2.33,13102,8449188,0
2014-08-14,660,670,647,657,-0.45,15244,10054548,0
2014-08-18,657,644,595,612,-6.85,37244,22612552,0
2014-08-19,612,620,596,610,-0.33,17808,10869120,0
2014-08-20,610,610,588,605,-0.82,19673,11856208,0
2014-08-21,605,609,580,600,-0.83,12597,7501131,0
2014-08-24,600,607,586,600,0,12176,7224524,0
2014-08-25,600,588,548,559,-6.83,13049,7367250,0
2014-08-26,559,590,527,532,-4.83,13423,7398733,0
2014-08-27,532,585,540,559,5.08,13712,7637563,0
2014-08-28,559,581,555,555,-0.72,9333,5290522,0
2014-08-31,555,555,529,544,-1.98,7186,3881419,0
2014-09-01,544,540,524,540,-0.74,8096,4263430,0
2014-09-03,540,550,531,534,-1.11,6177,3338441,0
2014-09-04,534,528,514,516,-3.37,13269,6900500,0
2014-09-07,516,513,477,477,-7.56,8707,4224592,0
2014-09-09,477,514,480,510,6.92,6261,3123354,0
2014-09-10,510,550,502,515,0.98,17200,9003879,0
2014-09-11,515,515,494,510,-0.97,5116,2564786,0
2014-09-14,510,507,495,501,-1.76,11790,5894531,0
2014-09-15,501,500,490,495,-1.2,4559,2263865,0
2014-09-16,495,500,493,500,1.01,5664,2813054,0
2014-09-17,500,501,491,491,-1.8,2141,1059526,0
2014-09-18,491,500,485,500,1.83,4308,2113234,0
2014-09-21,500,491,472,473,-5.4,4876,2330048,0
2014-09-22,473,478,450,463,-2.11,4694,2150250,0
2014-09-23,463,509,472,509,9.94,1603,812465,0
2014-09-24,509,555,509,533,4.72,27922,14918155,0
2014-09-28,533,535,520,533,0,5441,2872819,0
2014-09-29,533,549,526,549,3,2590,1383477,0
2014-09-30,549,545,522,522,-4.92,4135,2203088,0
2014-10-08,522,520,507,520,-0.38,1950,1004294,0
2014-10-09,520,520,514,515,-0.96,4332,2232742,0
2014-10-12,515,519,494,499,-3.11,3534,1775044,0
2014-10-13,499,501,490,496,-0.6,6363,3163546,0
2014-10-14,496,505,496,500,0.81,2216,1115048,0
2014-10-15,500,510,500,508,1.6,3468,1751854,0
2014-10-16,508,515,500,512,0.79,2026,1036190,0
2014-10-19,512,524,495,524,2.34,2531,1283847,0
2014-10-20,524,515,504,512,-2.29,1855,943601,0
2014-10-21,512,517,506,506,-1.17,1623,825062,0
2014-10-22,506,514,495,505,-0.2,2166,1085421,0
2014-10-26,505,501,495,501,-0.79,318,158551,0
2014-10-27,501,508,500,508,1.4,826,414552,0
2014-10-28,508,507,496,503,-0.98,3103,1559251,0
2014-10-30,503,502,496,496,-1.39,3239,1615458,0
2014-11-02,496,488,484,487,-1.81,3479,1691461,0
2014-11-03,487,490,476,478,-1.85,2984,1438935,0
2014-11-04,478,480,461,480,0.42,4283,2036039,0
2014-11-05,480,493,477,490,2.08,3198,1561916,0
2014-11-06,490,490,481,486,-0.82,4774,2310227,0
2014-11-09,486,482,470,470,-3.29,4361,2066075,0
2014-11-10,470,471,459,469,-0.21,7137,3301463,0
2014-11-11,469,470,443,470,0.21,2460,1127792,0
2014-11-12,470,477,462,470,0,3095,1456430,0
2014-11-13,470,479,455,463,-1.49,5215,2419866,0
2014-11-16,463,463,455,455,-1.73,2659,1216890,0
2014-11-17,455,453,430,430,-5.49,5025,2222843,0
2014-11-18,430,449,415,448,4.19,5593,2436446,0
2014-11-19,448,466,440,457,2.01,1602,725958,0
2014-11-20,457,460,449,457,0,3097,1415268,0
2014-11-23,457,485,457,480,5.03,5920,2802147,0
2014-11-24,480,475,461,465,-3.12,1129,527558,0
2014-11-25,465,465,457,457,-1.72,71,32695,0
2014-11-30,457,457,441,445,-2.63,1452,645427,0
2014-12-01,445,448,439,443,-0.45,1733,765978,0
2014-12-02,443,453,435,453,2.26,1108,490210,0
2014-12-03,453,467,447,455,0.44,2153,981696,0
2014-12-04,455,469,460,464,1.98,2277,1053864,0
2014-12-07,464,458,448,452,-2.59,1718,778573,0
2014-12-08,452,450,443,448,-0.88,1290,576619,0
2014-12-09,448,450,442,446,-0.45,2366,1055494,0
2014-12-10,446,470,446,470,5.38,567,258977,0
2014-12-11,470,479,457,469,-0.21,4644,2144460,0
2014-12-14,469,493,474,490,4.48,3724,1791711,0
2014-12-15,490,505,481,497,1.43,4393,2164203,0
2014-12-16,497,494,470,492,-1.01,5232,2561451,0
2014-12-17,492,488,479,485,-1.42,3200,1541419,0
2014-12-18,485,480,465,480,-1.03,2212,1042527,0
2014-12-21,480,475,461,464,-3.33,3044,1412599,0
2014-12-22,464,473,452,473,1.94,4523,2091099,0
2014-12-23,473,470,447,467,-1.27,2357,1085223,0
2014-12-24,467,470,458,470,0.64,3183,1469000,0
2014-12-28,470,484,470,484,2.98,3257,1544943,0
2014-12-28,470,484,470,484,0,3257,1544943,0
2014-12-29,484,484,466,475,-1.86,2105,1003216,0
2014-12-31,475,490,464,476,0.21,2969,1398316,0
2015-01-01,476,485,470,479,0.63,2695,1283385,0
2015-01-04,479,481,474,478,-0.21,1201,572959,0
2015-01-05,478,487,471,487,1.88,1739,828237,0
2015-01-06,487,480,466,475,-2.46,3920,1855816,0
2015-01-07,475,476,467,476,0.21,3541,1665797,0
2015-01-08,476,480,472,473,-0.63,2511,1192029,0
2015-01-11,473,484,465,484,2.33,3451,1634939,0
2015-01-12,484,479,468,473,-2.27,3521,1662570,0
2015-01-13,473,475,466,475,0.42,1012,478410,0
2015-01-14,475,489,467,484,1.89,11042,5227331,0
2015-01-18,484,485,473,475,-1.86,5160,2457433,0
2015-01-19,475,499,480,487,2.53,7796,3815845,0
2015-01-20,487,489,474,478,-1.85,10113,4855761,0
2015-01-22,478,477,470,473,-1.05,1265,600389,0
2015-01-25,473,483,466,475,0.42,2889,1376546,0
2015-01-26,475,484,470,481,1.26,5767,2756099,0
2015-01-27,481,510,478,503,4.57,13660,6777883,0
2015-01-28,503,513,498,509,1.19,15503,7844801,0
2015-01-29,509,512,495,500,-1.77,10005,5006801,0
2015-02-01,500,496,491,493,-1.4,4653,2293868,0
2015-02-02,493,494,485,487,-1.22,3667,1790141,0
2015-02-03,487,490,472,483,-0.82,2126,1022403,0
2015-02-04,483,485,475,480,-0.62,1946,934257,0
2015-02-05,480,489,471,473,-1.46,2868,1359038,0
2015-02-08,473,476,471,475,0.42,2025,961031,0
2015-02-09,475,484,470,479,0.84,6337,3022364,0
2015-02-10,479,475,463,475,-0.84,3543,1667238,0
2015-02-11,475,480,470,476,0.21,3776,1793976,0
2015-02-12,476,485,475,482,1.26,5980,2867563,0
2015-02-15,482,482,476,477,-1.04,1086,518101,0
2015-02-16,477,479,472,479,0.42,4307,2045393,0
2015-02-16,477,479,472,479,0,4307,2045393,0
2015-02-18,479,479,472,474,-1.04,2807,1332903,0
2015-02-22,474,472,464,464,-2.11,3088,1442825,0
2015-02-23,464,465,456,464,0,3374,1556568,0
2015-02-24,464,465,460,465,0.22,3018,1399450,0
2015-02-25,465,471,459,470,1.08,2152,1006176,0
2015-02-26,470,475,460,475,1.06,2405,1117678,0
2015-03-01,475,480,470,480,1.05,1184,563346,0
2015-03-02,480,495,475,480,0,1111,538538,0
2015-03-03,480,484,471,483,0.62,1590,760544,0
2015-03-04,483,492,476,478,-1.04,2209,1070845,0
2015-03-09,478,504,485,497,3.97,8858,4363621,0
2015-03-10,497,490,472,481,-3.22,1061,516270,0
2015-03-11,481,485,477,477,-0.83,1618,776848,0
